date,temperature,precipitation,wind_speed
2019-11-04,1.8,0.7,33.6
2019-11-05,0.5,0.0,17.9
2019-11-06,0.3,0.0,8.0
2019-11-07,2.1,0.0,10.2
2019-11-08,4.5,0.0,11.9
2019-11-09,5.7,0.0,10.7
2019-11-10,3.9,0.0,21.8
2019-11-11,0.9,0.0,16.1
2019-11-12,1.9,0.0,20.5
2019-11-13,2.0,0.0,16.0
2019-11-14,1.2,0.0,11.5
2019-11-15,1.4,0.0,21.6
2019-11-16,-0.9,0.0,25.5
2019-11-17,-2.3,0.0,18.7
2019-11-18,-2.0,0.0,12.5
2019-11-19,-1.1,0.0,14.8
2019-11-20,-4.2,0.1,21.3
2019-11-21,-9.2,0.0,24.1
2019-11-22,-7.0,0.0,23.3
2019-11-23,-5.3,0.0,10.7
2019-11-24,-5.7,0.0,11.0
2019-11-25,-5.7,0.0,15.0
2019-11-26,-4.3,0.0,6.0
2019-11-27,-6.2,0.0,13.6
2019-11-28,-5.1,0.0,17.8
2019-11-29,-3.4,0.0,24.0
2019-11-30,-3.0,0.0,24.3
2019-12-01,-1.1,0.2,18.8
2019-12-02,2.7,0.2,12.0
2019-12-03,5.0,0.0,15.8
2019-12-04,3.4,0.2,12.5
2019-12-05,1.8,0.8,16.8
2019-12-06,-3.4,0.0,16.4
2019-12-07,-5.0,0.0,8.2
2019-12-08,-3.4,0.0,21.0
2019-12-09,-1.3,0.0,24.0
2019-12-10,2.3,0.3,17.0
2019-12-11,3.6,0.2,9.9
2019-12-12,2.3,5.0,17.7
2019-12-13,-0.2,4.8,21.1
2019-12-14,-2.1,0.5,14.3
2019-12-15,-4.1,0.0,9.4
2019-12-16,-3.4,0.0,18.3
2019-12-17,-4.4,0.0,13.6
2019-12-18,-2.9,1.2,22.7
2019-12-19,0.6,5.1,28.9
2019-12-20,2.8,5.5,31.1
2019-12-21,-0.8,1.0,26.8
2019-12-22,-2.0,0.6,20.6
2019-12-23,-7.3,0.0,14.9
2019-12-24,-7.6,0.0,20.8
2019-12-25,-4.5,0.0,16.6
2019-12-26,0.6,0.0,16.2
2019-12-27,2.1,0.0,18.6
2019-12-28,-0.0,0.0,14.3
2019-12-29,-0.2,0.0,13.7
2019-12-30,-1.9,0.0,9.0
2019-12-31,-0.9,0.0,15.2
2020-01-01,-0.6,0.0,11.5
2020-01-02,-2.1,0.0,9.2
2020-01-03,-0.9,0.0,11.6
2020-01-04,0.0,2.2,12.0
2020-01-05,-2.8,0.1,9.0
2020-01-06,-3.6,0.0,12.4
2020-01-07,-3.3,1.4,14.0
2020-01-08,-4.3,0.7,13.3
2020-01-09,-7.6,0.0,19.7
2020-01-10,-5.3,0.0,17.4
2020-01-11,-5.4,0.0,6.9
2020-01-12,-6.0,0.0,10.0
2020-01-13,-5.9,0.0,9.8
2020-01-14,-2.2,1.6,23.7
2020-01-15,-1.2,2.2,23.4
2020-01-16,-3.5,0.0,8.2
2020-01-17,-3.7,0.0,18.7
2020-01-18,-3.7,0.0,12.6
2020-01-19,-3.7,0.0,8.2
2020-01-20,-3.9,0.0,10.3
2020-01-21,-5.9,0.0,11.0
2020-01-22,-2.7,0.0,26.3
2020-01-23,0.1,0.0,24.9
2020-01-24,1.2,0.3,17.2
2020-01-25,-1.8,0.5,16.6
2020-01-26,-2.0,0.2,28.8
2020-01-27,-0.3,4.3,29.3
2020-01-28,-0.9,0.2,26.0
2020-01-29,-1.3,0.0,11.7
2020-01-30,-3.5,0.0,18.5
2020-01-31,-3.8,0.0,16.9
2020-02-01,-0.5,0.0,12.2
2020-02-02,2.6,0.0,14.9
2020-02-03,-0.7,0.1,9.4
2020-02-04,2.4,0.0,20.3
2020-02-05,4.9,0.0,23.5
2020-02-06,0.1,0.0,17.1
2020-02-07,6.8,0.0,23.9
2020-02-08,10.2,0.0,23.7
2020-02-09,4.0,2.3,14.1
2020-02-10,-5.0,0.0,19.2
2020-02-11,-5.8,0.0,21.7
2020-02-12,-2.2,5.5,23.3
2020-02-13,-3.2,0.6,25.2
2020-02-14,1.5,1.0,19.6
2020-02-15,1.4,3.5,23.5
2020-02-16,-0.7,0.0,22.0
2020-02-17,-2.7,0.0,9.2
2020-02-18,-5.6,0.0,13.7
2020-02-19,-4.8,0.0,9.2
2020-02-20,-1.0,0.0,11.4
2020-02-21,0.8,0.8,8.3
2020-02-22,-0.0,4.0,20.3
2020-02-23,-1.2,0.0,11.4
2020-02-24,-0.6,0.0,10.7
2020-02-25,7.0,0.0,25.7
2020-02-26,6.7,2.8,27.2
2020-02-27,1.5,0.0,19.2
2020-02-28,1.2,0.0,19.7
2020-02-29,3.5,0.0,16.3
2020-03-01,5.4,0.0,10.9
2020-03-02,5.5,0.0,23.2
2020-03-03,1.0,0.0,27.2
2020-03-04,1.8,0.0,27.1
2020-03-05,1.9,0.0,15.3
2020-03-06,-0.7,0.0,26.6
2020-03-07,-4.8,0.0,31.0
2020-03-08,-1.5,0.0,28.8
2020-03-09,1.1,0.0,28.7
2020-03-10,2.4,0.0,14.2
2020-03-11,3.1,0.2,14.4
2020-03-12,4.6,0.2,16.4
2020-03-13,6.1,0.0,14.3
2020-03-14,9.7,0.1,14.1
2020-03-15,12.0,0.0,17.9
2020-03-16,15.3,0.1,15.5
2020-03-17,11.3,0.0,16.3
2020-03-18,8.2,0.0,17.7
2020-03-19,7.5,0.0,22.1
2020-03-20,10.8,0.0,20.2
2020-03-21,10.3,1.1,33.7
2020-03-22,6.3,0.0,18.3
2020-03-23,8.0,0.0,37.8
2020-03-24,7.6,0.0,36.3
2020-03-25,4.0,0.0,36.3
2020-03-26,4.2,0.0,29.7
2020-03-27,6.1,0.0,17.3
2020-03-28,7.9,0.0,15.1
2020-03-29,8.7,0.0,24.6
2020-03-30,11.1,0.0,30.0
2020-03-31,12.5,0.8,26.4
2020-04-01,12.7,1.6,26.6
2020-04-02,14.1,0.2,18.7
2020-04-03,15.9,0.0,20.6
2020-04-04,17.8,0.0,18.5
2020-04-05,11.9,0.0,12.2
2020-04-06,12.5,0.0,11.0
2020-04-07,10.1,0.0,29.7
2020-04-08,5.3,1.4,16.6
2020-04-09,5.7,0.0,19.8
2020-04-10,7.8,0.0,30.1
2020-04-11,11.9,0.0,19.1
2020-04-12,13.0,4.1,12.8
2020-04-13,12.2,0.1,14.4
2020-04-14,9.5,0.9,18.7
2020-04-15,8.6,0.0,11.6
2020-04-16,12.2,0.0,23.1
2020-04-17,14.7,0.0,11.0
2020-04-18,18.2,0.0,12.9
2020-04-19,19.0,0.0,14.0
2020-04-20,19.6,0.0,20.1
2020-04-21,19.5,0.0,12.2
2020-04-22,23.3,0.0,21.9
2020-04-23,19.8,0.0,16.2
2020-04-24,14.4,1.4,23.4
2020-04-25,14.5,0.4,21.0
2020-04-26,17.9,0.0,12.8
2020-04-27,25.6,0.0,23.6
2020-04-28,18.1,6.7,35.9
2020-04-29,16.0,0.0,17.2
2020-04-30,14.9,0.0,13.5
2020-05-01,18.7,0.0,25.0
2020-05-02,19.8,0.1,18.8
2020-05-03,20.5,0.0,12.3
2020-05-04,19.9,0.0,25.3
2020-05-05,18.8,0.0,30.6
2020-05-06,19.8,0.0,32.0
2020-05-07,20.2,0.0,28.9
2020-05-08,21.2,0.4,16.5
2020-05-09,19.5,4.5,16.6
2020-05-10,22.7,0.0,13.0
2020-05-11,23.3,0.0,11.3
2020-05-12,23.3,0.6,22.1
2020-05-13,18.2,2.2,21.3
2020-05-14,19.1,0.3,22.9
2020-05-15,19.6,0.0,17.4
2020-05-16,20.3,1.1,14.8
2020-05-17,22.1,0.0,18.3
2020-05-18,17.4,9.6,24.5
2020-05-19,16.5,0.1,17.0
2020-05-20,17.7,0.2,30.5
2020-05-21,17.8,0.0,13.1
2020-05-22,23.3,0.0,12.4
2020-05-23,26.9,0.0,27.4
2020-05-24,30.3,0.0,33.2
2020-05-25,31.6,0.0,34.0
2020-05-26,32.0,0.0,28.4
2020-05-27,32.8,0.0,25.7
2020-05-28,28.9,0.0,22.2
2020-05-29,26.5,0.0,21.2
2020-05-30,27.6,0.0,20.6
2020-05-31,29.6,0.0,14.8
2020-06-01,31.0,0.0,21.7
2020-06-02,32.0,0.0,13.9
2020-06-03,33.6,0.0,21.5
2020-06-04,31.3,0.0,19.2
2020-06-05,25.8,0.0,30.3
2020-06-06,24.0,0.0,26.9
2020-06-07,25.5,0.0,24.4
2020-06-08,26.0,0.0,29.1
2020-06-09,26.1,0.0,23.4
2020-06-10,26.1,0.0,21.6
2020-06-11,27.2,0.0,18.6
2020-06-12,29.3,0.0,17.4
2020-06-13,29.9,0.0,17.1
2020-06-14,30.6,0.0,11.4
2020-06-15,28.7,0.0,27.8
2020-06-16,19.8,0.0,25.3
2020-06-17,23.1,0.0,16.8
2020-06-18,25.3,0.0,9.5
2020-06-19,27.2,0.0,19.5
2020-06-20,24.7,0.0,25.6
2020-06-21,26.1,0.0,19.5
2020-06-22,27.0,0.0,16.1
2020-06-23,28.1,0.0,20.9
2020-06-24,24.4,0.0,18.9
2020-06-25,26.6,0.0,13.9
2020-06-26,25.5,0.0,33.0
2020-06-27,18.4,0.0,25.6
2020-06-28,21.1,0.0,20.1
2020-06-29,25.5,0.0,16.1
2020-06-30,27.4,0.0,14.9
2020-07-01,28.7,0.0,30.9
2020-07-02,20.9,0.2,36.4
2020-07-03,22.0,0.0,16.8
2020-07-04,25.2,0.0,15.8
2020-07-05,25.2,0.0,21.3
2020-07-06,25.9,0.0,14.6
2020-07-07,28.7,0.0,12.8
2020-07-08,30.0,0.0,18.0
2020-07-09,31.7,0.0,21.5
2020-07-10,31.4,0.0,19.1
2020-07-11,31.3,0.0,19.5
2020-07-12,31.0,0.0,27.6
2020-07-13,31.6,0.0,28.8
2020-07-14,32.4,0.0,26.1
2020-07-15,31.4,0.0,28.9
2020-07-16,31.9,0.0,27.4
2020-07-17,32.4,0.0,13.2
2020-07-18,33.1,0.0,11.8
2020-07-19,33.4,0.0,18.5
2020-07-20,33.5,0.0,26.4
2020-07-21,32.3,0.0,13.8
2020-07-22,32.4,0.0,25.0
2020-07-23,29.7,0.1,25.2
2020-07-24,29.2,0.0,20.3
2020-07-25,30.8,0.0,16.9
2020-07-26,29.7,0.0,16.3
2020-07-27,29.8,0.0,19.3
2020-07-28,27.7,0.0,22.1
2020-07-29,25.8,0.0,17.2
2020-07-30,25.9,0.0,24.0
2020-07-31,28.4,0.0,26.8
2020-08-01,26.5,0.9,24.5
2020-08-02,29.6,0.0,21.6
2020-08-03,30.2,0.0,18.1
2020-08-04,30.0,0.0,10.7
2020-08-05,30.6,0.0,14.0
2020-08-06,28.9,0.0,16.9
2020-08-07,28.9,0.0,13.7
2020-08-08,27.7,0.0,27.1
2020-08-09,28.5,0.0,24.4
2020-08-10,28.1,0.0,28.7
2020-08-11,24.7,0.0,25.0
2020-08-12,24.1,0.0,19.3
2020-08-13,25.2,0.0,12.7
2020-08-14,25.1,0.0,14.2
2020-08-15,26.4,0.0,11.1
2020-08-16,27.8,0.0,18.2
2020-08-17,23.4,0.0,18.0
2020-08-18,22.3,0.0,20.2
2020-08-19,23.9,0.0,17.3
2020-08-20,23.1,0.0,17.3
2020-08-21,23.3,0.0,15.3
2020-08-22,25.5,0.0,16.1
2020-08-23,27.2,0.0,16.8
2020-08-24,27.7,0.0,23.4
2020-08-25,22.9,0.0,19.1
2020-08-26,23.9,0.0,21.9
2020-08-27,23.1,0.0,13.6
2020-08-28,25.8,0.0,17.6
2020-08-29,26.6,0.0,23.7
2020-08-30,26.2,0.0,26.2
2020-08-31,26.9,0.0,25.6
2020-09-01,26.4,0.0,15.3
2020-09-02,26.3,0.0,10.8
2020-09-03,27.6,0.0,23.9
2020-09-04,21.7,0.0,19.4
2020-09-05,18.8,0.0,21.4
2020-09-06,16.2,0.0,20.2
2020-09-07,16.5,0.0,16.0
2020-09-08,19.0,0.0,15.0
2020-09-09,20.1,0.0,15.5
2020-09-10,20.9,0.0,19.1
2020-09-11,20.0,0.2,19.5
2020-09-12,19.7,0.0,10.4
2020-09-13,21.2,0.0,10.7
2020-09-14,22.8,0.0,17.7
2020-09-15,22.9,0.0,35.7
2020-09-16,18.0,0.5,29.7
2020-09-17,15.0,0.1,29.2
2020-09-18,15.8,0.0,11.4
2020-09-19,16.6,0.0,14.8
2020-09-20,18.8,0.0,22.9
2020-09-21,14.9,0.0,24.5
2020-09-22,13.5,0.0,19.0
2020-09-23,14.4,0.0,21.3
2020-09-24,16.8,0.0,16.3
2020-09-25,14.1,0.0,24.7
2020-09-26,12.9,0.0,29.2
2020-09-27,13.4,0.0,29.8
2020-09-28,13.6,0.0,26.6
2020-09-29,13.4,0.0,32.2
2020-09-30,14.4,0.0,29.7
2020-10-01,15.0,0.0,21.5
2020-10-02,13.1,0.0,20.1
2020-10-03,12.8,0.0,10.8
2020-10-04,13.2,0.0,14.1
2020-10-05,10.8,0.0,24.0
2020-10-06,5.2,0.0,18.1
2020-10-07,6.6,0.0,10.7
2020-10-08,8.7,0.2,21.1
2020-10-09,7.2,0.0,21.6
2020-10-10,7.8,0.0,19.2
2020-10-11,9.0,0.0,13.3
2020-10-12,9.2,0.0,11.0
2020-10-13,11.7,0.0,17.1
2020-10-14,13.2,0.0,22.6
2020-10-15,14.2,0.0,23.5
2020-10-16,14.5,0.0,21.3
2020-10-17,14.0,0.0,11.2
2020-10-18,13.3,0.0,11.9
2020-10-19,14.6,0.0,20.0
2020-10-20,12.7,0.0,20.9
2020-10-21,11.7,0.7,21.1
2020-10-22,8.9,0.1,21.8
2020-10-23,6.0,0.0,15.7
2020-10-24,3.5,0.0,11.0
2020-10-25,9.6,0.0,19.2
2020-10-26,13.5,0.0,30.9
2020-10-27,6.6,0.0,22.6
2020-10-28,2.7,0.0,15.7
2020-10-29,2.4,0.0,13.0
2020-10-30,6.5,0.0,23.2
2020-10-31,9.0,0.0,23.5
2020-11-01,8.5,0.0,16.1
2020-11-02,6.9,0.0,10.9
2020-11-03,8.0,0.0,11.8
2020-11-04,5.4,0.0,20.7
2020-11-05,5.6,0.0,22.4
2020-11-06,6.8,0.0,16.9
2020-11-07,10.7,0.0,15.7
2020-11-08,7.7,0.9,22.5
2020-11-09,5.3,0.0,27.5
2020-11-10,6.8,0.0,18.9
2020-11-11,7.9,2.2,19.1
2020-11-12,1.9,0.1,25.3
2020-11-13,-1.1,0.0,14.4
2020-11-14,-0.8,1.6,25.2
2020-11-15,-4.2,2.3,14.7
2020-11-16,-8.7,0.0,12.2
2020-11-17,-9.3,0.0,19.1
2020-11-18,-9.5,0.0,20.4
2020-11-19,-11.2,0.0,11.2
2020-11-20,-9.3,0.0,19.5
2020-11-21,-8.1,0.0,19.2
2020-11-22,-7.7,0.0,15.0
2020-11-23,-6.8,0.0,7.3
2020-11-24,-6.0,0.0,16.9
2020-11-25,-4.2,0.0,10.3
2020-11-26,-0.3,0.0,13.9
2020-11-27,-1.2,3.4,14.2
2020-11-28,-2.3,0.7,21.0
2020-11-29,-5.8,0.0,14.0
2020-11-30,-8.8,0.0,24.3
2020-12-01,-8.7,0.0,28.5
2020-12-02,-9.8,0.0,17.3
2020-12-03,-14.3,0.0,12.8
2020-12-04,-15.1,0.0,10.6
2020-12-05,-16.3,0.0,10.2
2020-12-06,-17.2,0.0,11.5
2020-12-07,-18.4,0.0,13.8
2020-12-08,-16.2,0.0,14.2
2020-12-09,-15.6,0.0,14.8
2020-12-10,-12.5,0.0,14.3
2020-12-11,-9.7,0.0,22.2
2020-12-12,-8.9,0.0,25.3
2020-12-13,-11.0,0.0,24.7
2020-12-14,-11.5,0.0,18.7
2020-12-15,-12.0,0.0,13.4
2020-12-16,-12.8,0.0,15.0
2020-12-17,-12.0,0.0,14.9
2020-12-18,-12.7,0.0,12.1
2020-12-19,-6.1,0.9,22.5
2020-12-20,-6.5,0.1,17.0
2020-12-21,-13.8,0.0,15.9
2020-12-22,-12.2,0.0,15.2
2020-12-23,-9.1,0.0,7.4
2020-12-24,-4.6,0.0,13.8
2020-12-25,-6.5,0.0,18.8
2020-12-26,-8.7,0.0,15.6
2020-12-27,-8.4,0.0,11.0
2020-12-28,-5.8,0.0,7.4
2020-12-29,-5.8,0.0,9.2
2020-12-30,-6.9,0.0,7.1
2020-12-31,-8.6,0.0,9.5
2021-01-01,-8.3,0.0,15.4
2021-01-02,-9.7,0.0,21.7
2021-01-03,-11.0,0.0,27.7
2021-01-04,-13.2,0.0,26.1
2021-01-05,-13.8,0.0,17.3
2021-01-06,-14.5,0.0,11.6
2021-01-07,-14.8,0.0,9.1
2021-01-08,-16.9,0.0,13.0
2021-01-09,-14.7,0.0,13.4
2021-01-10,-8.7,0.0,13.9
2021-01-11,-2.7,0.0,18.1
2021-01-12,-3.2,0.4,22.5
2021-01-13,-5.2,0.0,11.9
2021-01-14,-6.6,0.0,27.6
2021-01-15,-7.1,0.0,27.2
2021-01-16,-1.0,0.0,16.7
2021-01-17,-3.1,0.0,14.5
2021-01-18,-2.0,0.0,10.7
2021-01-19,-0.8,1.0,15.9
2021-01-20,-0.5,2.7,19.3
2021-01-21,-3.6,4.6,24.5
2021-01-22,-9.6,0.2,22.4
2021-01-23,-5.9,4.0,25.5
2021-01-24,-11.2,0.0,12.7
2021-01-25,-14.3,0.0,17.4
2021-01-26,-13.5,0.0,23.7
2021-01-27,-11.5,0.0,22.7
2021-01-28,-9.0,0.0,24.9
2021-01-29,-7.8,0.0,23.0
2021-01-30,-5.6,0.0,14.8
2021-01-31,-4.3,0.0,12.9
2021-02-01,-8.0,0.0,10.5
2021-02-02,-9.2,0.0,10.2
2021-02-03,-4.9,0.0,12.1
2021-02-04,-1.4,0.0,11.9
2021-02-05,1.8,0.0,12.0
2021-02-06,3.0,1.9,27.9
2021-02-07,0.6,0.0,18.9
2021-02-08,-0.7,0.3,19.1
2021-02-09,-6.5,1.1,12.4
2021-02-10,-5.8,0.0,18.9
2021-02-11,-4.3,0.0,16.9
2021-02-12,-0.4,0.0,20.7
2021-02-13,0.3,0.0,23.2
2021-02-14,1.8,0.0,15.4
2021-02-15,3.7,0.0,14.8
2021-02-16,0.9,0.0,9.1
2021-02-17,2.9,0.0,13.6
2021-02-18,8.2,1.3,23.1
2021-02-19,-2.0,10.1,17.4
2021-02-20,-6.1,0.0,7.6
2021-02-21,-3.2,0.0,12.3
2021-02-22,-3.6,0.0,12.4
2021-02-23,-0.4,3.1,39.8
2021-02-24,-14.4,0.0,31.7
2021-02-25,-15.6,0.1,31.4
2021-02-26,-11.7,0.0,16.3
2021-02-27,-4.7,0.0,23.9
2021-02-28,1.0,0.0,19.2
2021-03-01,4.3,0.0,12.5
2021-03-02,-0.1,0.0,14.8
2021-03-03,-1.8,0.0,10.0
2021-03-04,2.6,0.3,23.4
2021-03-05,0.2,0.0,15.0
2021-03-06,1.1,0.0,15.3
2021-03-07,2.2,0.0,14.0
2021-03-08,1.9,0.2,19.6
2021-03-09,4.8,0.0,14.7
2021-03-10,3.0,1.1,22.0
2021-03-11,1.3,0.1,24.0
2021-03-12,-3.8,4.2,27.2
2021-03-13,-8.8,1.2,36.9
2021-03-14,-7.5,6.0,26.8
2021-03-15,-8.5,0.0,11.7
2021-03-16,-6.8,0.0,16.4
2021-03-17,-3.9,0.0,25.7
2021-03-18,-0.5,0.0,28.8
2021-03-19,4.6,1.3,19.2
2021-03-20,5.9,0.0,19.5
2021-03-21,4.7,0.6,20.1
2021-03-22,5.0,3.9,13.8
2021-03-23,2.8,4.0,20.9
2021-03-24,3.3,0.1,21.3
2021-03-25,11.4,2.0,14.4
2021-03-26,12.2,11.1,26.3
2021-03-27,8.3,0.2,11.5
2021-03-28,6.2,0.1,23.3
2021-03-29,3.8,0.2,8.6
2021-03-30,4.5,0.5,11.5
2021-03-31,2.7,1.1,19.1
2021-04-01,3.3,0.0,12.8
2021-04-02,4.6,0.0,23.4
2021-04-03,9.1,0.0,19.5
2021-04-04,9.6,2.2,28.5
2021-04-05,10.4,0.6,22.8
2021-04-06,12.1,0.0,15.2
2021-04-07,13.4,0.0,13.4
2021-04-08,15.4,0.0,12.9
2021-04-09,16.8,0.0,15.3
2021-04-10,14.9,0.0,26.2
2021-04-11,11.1,0.0,30.4
2021-04-12,13.3,0.0,22.8
2021-04-13,11.7,0.6,24.6
2021-04-14,15.7,0.0,32.7
2021-04-15,14.9,0.2,27.1
2021-04-16,16.8,0.0,13.8
2021-04-17,17.3,0.0,11.5
2021-04-18,18.2,0.0,19.9
2021-04-19,20.3,0.0,16.6
2021-04-20,12.5,0.9,25.6
2021-04-21,7.4,0.0,24.9
2021-04-22,10.1,0.0,26.0
2021-04-23,13.0,0.0,31.7
2021-04-24,15.0,0.0,20.2
2021-04-25,15.8,0.0,18.8
2021-04-26,18.2,0.0,20.9
2021-04-27,21.8,0.0,10.9
2021-04-28,25.0,0.0,18.4
2021-04-29,23.3,0.2,27.1
2021-04-30,15.4,1.5,23.8
2021-05-01,15.5,0.0,32.9
2021-05-02,18.8,0.0,30.3
2021-05-03,20.0,0.0,21.5
2021-05-04,23.8,0.0,28.8
2021-05-05,25.0,0.0,20.2
2021-05-06,24.3,0.0,12.8
2021-05-07,21.9,0.8,18.6
2021-05-08,22.8,0.0,22.6
2021-05-09,21.0,0.0,23.7
2021-05-10,20.9,0.0,17.6
2021-05-11,19.9,0.0,18.0
2021-05-12,21.5,0.0,24.5
2021-05-13,21.7,0.0,26.0
2021-05-14,23.2,0.0,26.6
2021-05-15,22.7,0.0,31.8
2021-05-16,23.4,0.0,27.7
2021-05-17,25.2,0.0,24.3
2021-05-18,26.3,0.0,16.0
2021-05-19,27.7,0.0,22.1
2021-05-20,26.5,0.2,20.2
2021-05-21,25.6,0.0,18.3
2021-05-22,25.2,0.0,28.7
2021-05-23,28.5,0.0,33.5
2021-05-24,29.0,0.0,30.2
2021-05-25,30.4,0.0,23.3
2021-05-26,30.3,0.0,16.2
2021-05-27,31.4,0.0,17.1
2021-05-28,30.9,0.0,16.2
2021-05-29,31.7,0.0,17.0
2021-05-30,32.0,0.0,10.2
2021-05-31,33.5,0.0,20.9
2021-06-01,32.3,0.0,15.7
2021-06-02,30.6,0.0,19.3
2021-06-03,30.0,0.0,17.4
2021-06-04,33.3,0.0,31.4
2021-06-05,28.5,0.0,27.2
2021-06-06,28.5,0.0,26.5
2021-06-07,29.1,0.0,18.3
2021-06-08,28.9,0.0,22.9
2021-06-09,27.2,0.0,23.9
2021-06-10,25.6,0.0,18.4
2021-06-11,27.4,0.0,13.7
2021-06-12,29.1,0.0,23.5
2021-06-13,27.1,0.0,22.3
2021-06-14,26.0,0.0,29.1
2021-06-15,27.2,0.0,21.9
2021-06-16,29.4,0.0,18.7
2021-06-17,30.1,0.0,14.7
2021-06-18,31.7,0.0,12.9
2021-06-19,26.1,0.0,27.0
2021-06-20,23.0,0.0,20.7
2021-06-21,26.8,0.0,26.7
2021-06-22,23.4,0.0,21.1
2021-06-23,26.5,0.0,14.0
2021-06-24,27.3,0.1,20.7
2021-06-25,24.6,0.0,14.5
2021-06-26,27.0,0.0,12.5
2021-06-27,31.0,0.0,12.8
2021-06-28,32.4,0.0,12.8
2021-06-29,33.9,0.0,18.0
2021-06-30,34.1,0.0,18.2
2021-07-01,34.2,0.0,18.7
2021-07-02,34.9,0.0,19.0
2021-07-03,35.0,0.0,16.9
2021-07-04,35.2,0.0,17.3
2021-07-05,36.3,0.0,15.5
2021-07-06,36.1,0.0,16.1
2021-07-07,38.0,0.0,17.7
2021-07-08,34.5,0.0,27.3
2021-07-09,27.2,0.0,20.3
2021-07-10,24.9,0.1,16.8
2021-07-11,27.4,0.0,14.5
2021-07-12,29.3,0.0,19.8
2021-07-13,24.1,0.5,20.6
2021-07-14,21.8,0.0,21.5
2021-07-15,22.3,0.0,19.8
2021-07-16,26.4,0.0,11.3
2021-07-17,29.3,0.0,15.3
2021-07-18,30.7,0.0,22.5
2021-07-19,31.7,0.0,12.4
2021-07-20,31.1,0.0,22.4
2021-07-21,29.1,0.0,17.3
2021-07-22,29.1,0.0,17.7
2021-07-23,30.3,0.0,14.8
2021-07-24,32.3,0.0,12.2
2021-07-25,35.1,0.0,19.6
2021-07-26,31.7,0.0,25.1
2021-07-27,29.3,0.0,17.4
2021-07-28,28.5,0.0,15.6
2021-07-29,26.8,0.0,33.3
2021-07-30,26.3,0.0,12.6
2021-07-31,28.6,0.0,21.9
2021-08-01,31.2,0.0,26.9
2021-08-02,33.1,0.0,20.4
2021-08-03,34.1,0.0,17.5
2021-08-04,32.5,0.0,22.7
2021-08-05,31.9,0.0,17.0
2021-08-06,33.1,0.0,24.9
2021-08-07,33.0,0.0,11.0
2021-08-08,31.2,0.0,26.6
2021-08-09,26.4,0.0,22.0
2021-08-10,27.3,0.0,13.0
2021-08-11,29.0,0.0,18.0
2021-08-12,26.9,0.1,21.3
2021-08-13,23.6,0.0,25.2
2021-08-14,22.3,0.0,26.6
2021-08-15,22.0,0.0,21.7
2021-08-16,24.4,0.0,18.2
2021-08-17,26.9,0.0,17.1
2021-08-18,28.5,0.0,20.6
2021-08-19,29.2,0.0,25.6
2021-08-20,30.0,0.0,25.3
2021-08-21,29.8,0.0,33.7
2021-08-22,29.4,0.0,32.8
2021-08-23,29.5,0.0,27.4
2021-08-24,30.1,0.0,19.5
2021-08-25,30.0,0.0,16.7
2021-08-26,28.0,0.0,22.9
2021-08-27,29.8,0.0,10.9
2021-08-28,28.9,0.0,16.6
2021-08-29,28.8,0.0,19.1
2021-08-30,26.4,0.1,14.2
2021-08-31,24.3,0.0,14.1
2021-09-01,23.0,0.0,14.8
2021-09-02,23.5,0.0,22.4
2021-09-03,24.9,0.0,21.6
2021-09-04,27.2,0.0,21.2
2021-09-05,23.2,0.0,17.2
2021-09-06,23.5,0.0,15.3
2021-09-07,24.9,0.0,12.3
2021-09-08,23.5,0.0,22.7
2021-09-09,18.3,0.0,18.1
2021-09-10,18.5,0.0,14.5
2021-09-11,19.0,0.0,17.3
2021-09-12,19.1,0.0,13.4
2021-09-13,17.6,0.0,16.3
2021-09-14,19.8,0.0,13.5
2021-09-15,21.8,0.0,10.4
2021-09-16,23.3,0.0,17.7
2021-09-17,25.6,0.0,30.9
2021-09-18,19.1,0.0,16.5
2021-09-19,15.9,0.0,17.9
2021-09-20,14.8,0.0,17.9
2021-09-21,15.5,0.0,16.9
2021-09-22,14.6,0.0,16.9
2021-09-23,15.3,0.0,19.5
2021-09-24,16.2,0.0,22.9
2021-09-25,19.8,0.0,21.0
2021-09-26,23.4,0.0,18.3
2021-09-27,18.0,0.9,30.9
2021-09-28,17.5,0.0,28.4
2021-09-29,14.5,0.0,22.1
2021-09-30,9.7,0.0,18.7
2021-10-01,8.8,0.0,16.7
2021-10-02,8.5,0.0,10.3
2021-10-03,9.8,0.0,10.8
2021-10-04,9.8,0.0,15.8
2021-10-05,7.1,0.0,24.9
2021-10-06,5.0,0.0,26.0
2021-10-07,6.3,0.0,31.3
2021-10-08,8.9,0.3,33.2
2021-10-09,10.5,0.0,17.7
2021-10-10,8.6,0.0,12.2
2021-10-11,10.6,0.0,16.7
2021-10-12,7.7,0.0,23.2
2021-10-13,9.7,0.0,29.8
2021-10-14,11.0,0.0,26.1
2021-10-15,10.9,0.0,21.3
2021-10-16,10.3,0.0,13.6
2021-10-17,11.1,0.0,20.1
2021-10-18,12.1,0.0,24.9
2021-10-19,11.9,0.0,15.2
2021-10-20,12.3,0.0,15.6
2021-10-21,8.8,0.0,26.3
2021-10-22,4.8,0.0,20.9
2021-10-23,8.3,0.0,15.4
2021-10-24,9.7,0.0,17.7
2021-10-25,11.2,0.0,16.0
2021-10-26,10.4,0.0,13.1
2021-10-27,6.2,0.0,14.4
2021-10-28,3.7,0.0,9.2
2021-10-29,3.6,0.0,10.6
